,freq,E1 azimuth,E2 azimuth
0,297997069000,160.5727258489,69.0062023126
1,302882267000,160.7055535628,68.9804145019
2,307767465000,160.8303846411,69.0334521225
3,312652662000,160.9807820363,69.1467734627
4,317537860000,161.1823037501,69.2970239246
5,322423058000,161.4463303715,69.4652403597
6,327308256000,161.7684390152,69.6425038652
7,332193454000,162.1312739136,69.8309866508
8,337078652000,162.3075507304,70.2648390928
9,341963850000,162.4663828507,70.7388154746
10,346849047000,162.6507652987,71.19662853
11,351734245000,162.8566434568,71.6396123822
12,356619443000,163.0826351172,72.0706444107
13,361504641000,163.3295722935,72.4925793657
14,366389839000,163.5989451431,72.9071806524
15,371275037000,163.8910421274,73.3147420672
16,376160234000,164.2036339299,73.7142361966
17,381045432000,164.5316295869,74.1036462977
18,385930630000,164.86762853,74.4802467818
19,390815828000,165.2030514298,74.8408598464
20,395701026000,165.5295112964,75.1822440028
21,400586224000,165.8401208511,75.5016735315
22,405471422000,166.1305120512,75.7976348926
23,410356619000,166.3992862698,76.0703429774
24,415241817000,166.6477548459,76.3218615898
25,420127015000,166.8789778127,76.5557342271
26,425012213000,167.0964443836,76.7763156394
27,429897411000,167.3029117296,76.9880881137
28,434782609000,167.4998607683,77.1951829565
29,439667807000,167.6878093951,77.4012459425
30,444553004000,167.8673565722,77.6096140754
31,449438202000,168.0405541844,77.8236427974
32,454323400000,168.2119221054,78.0468027647
33,459208598000,168.3883432907,78.2821475547
34,464093796000,168.5774521939,78.5311725328
35,468978994000,168.7849976275,78.7927169227
36,473864191000,169.0125329397,79.062773759
37,478749389000,169.2567662363,79.3354628766
38,483634587000,169.5108689773,79.6046134053
39,488519785000,169.7668279908,79.8651233532
40,493404983000,170.0175985051,80.113656193
41,498290181000,170.2583361728,80.3487182058
42,503175379000,170.4866470297,80.5703463999
43,508060576000,170.7021516624,80.779602368
44,512945774000,170.9056825259,80.9779667817
45,517830972000,171.0984372844,81.1667738636
46,522716170000,171.2813409539,81.346831891
47,527601368000,171.4548362032,81.5183973428
48,532486566000,171.619075715,81.6814712402
49,537371764000,171.7743344397,81.8362623489
50,542256961000,171.921414288,81.9836244042
51,547142159000,172.0618908213,82.1253322666
52,552027357000,172.1981407859,82.2641242839
53,556912555000,172.3331330606,82.403469
54,561797753000,172.4699530965,82.5470111198
55,566682951000,172.6111173873,82.6977627868
56,571568149000,172.757864954,82.8572572092
57,576453346000,172.9098340666,83.0251084058
58,581338544000,173.0654304993,83.199318216
59,586223742000,173.2227676803,83.3772463082
60,591108940000,173.3806676278,83.5567438154
61,595994138000,173.5391952292,83.736871919
62,600879336000,173.6995426986,83.917922295
63,605764533000,173.8634031861,84.1008014212
64,610649731000,174.0321422296,84.2861019479
65,615534929000,174.206057831,84.4732602843
66,620420127000,174.3839520417,84.6601569899
67,625305325000,174.5631810958,84.8433719957
68,630190523000,174.7402264324,85.019021679
69,635075721000,174.9116304193,85.1838307856
70,639960918000,175.0749419228,85.3360023024
71,644846116000,175.2292829174,85.4755911435
72,649731314000,175.3753682713,85.6043621651
73,654616512000,175.515071195,85.7252835142
74,659501710000,175.6507451477,85.8418211883
75,664386908000,175.7845506835,85.9572104615
76,669272106000,175.9179174345,86.073804629
77,674157303000,176.0512528759,86.1926446045
78,679042501000,176.1839575334,86.3133761205
79,683927699000,176.3148031201,86.4346228259
80,688812897000,176.4426084246,86.5547537726
81,693698095000,176.5670047512,86.6727980133
82,698583293000,176.688977184,86.7891411246
83,703468490000,176.8109351988,86.9057127191
84,708353688000,176.9362116514,87.0255343027
85,713238886000,177.0681541155,87.15178386
86,718124084000,177.209049194,87.2866521753
87,723009282000,177.3592716923,87.4304443985
88,727894480000,177.5169818239,87.5812935437
89,732779678000,177.6785947458,87.7356837494
90,737664875000,177.8398769177,87.8895694159
91,742550073000,177.9972146234,88.0396003296
92,747435271000,178.1485245575,88.1839530805
93,752320469000,178.293536241,88.3225479817
94,757205667000,178.4335080354,88.4567345287
95,762090865000,178.5706031295,88.5886667077
96,766976063000,178.7071663801,88.7206006775
97,771861260000,178.8450551136,88.8542668662
98,776746458000,178.9851620866,88.9904484796
99,781631656000,179.1272452747,89.1288588582
100,786516854000,179.2701869646,89.2684082329
101,791402052000,179.4125885692,89.407756372
102,796287250000,179.5534479887,89.5459237094
103,801172447000,179.6926327609,89.6827162608
104,806057645000,179.831000911,89.8188419227
105,810942843000,179.9702040443,89.9557523997
106,815828041000,0.1123005472,90.0953247347
107,820713239000,0.2592484798,90.2394348371
108,825598437000,0.4123967241,90.3895158538
109,830483635000,0.5720572445,90.5461499039
110,835368832000,0.7373476733,90.7088527162
111,840254030000,0.9064222997,90.8761767503
112,845139228000,1.0769858366,91.0460868183
113,850024426000,1.2468467475,91.2164430525
114,854909624000,1.4142861057,91.3854066698
115,859794822000,1.5781794192,91.5516800782
116,864680020000,1.737949462,91.7145908554
117,869565217000,1.8934685048,91.8740690211
118,874450415000,2.0449195471,92.0304882378
119,879335613000,2.1926819233,92.1844380833
120,884220811000,2.3372471402,92.3364772582
121,889106009000,2.4792056551,92.486981417
122,893991207000,2.6192581608,92.6361125893
123,898876404000,2.7581842801,92.7838788784
124,903761602000,2.8967164753,92.9302090661
125,908646800000,3.035378765,93.0750327275
126,913531998000,3.1743737041,93.2183676968
127,918417196000,3.3135911187,93.3604214348
128,923302394000,3.4527363676,93.5016650191
129,928187592000,3.5915279499,93.6428272864
130,933072789000,3.7298979441,93.7847876122
131,937957987000,3.8681486368,93.9284138949
132,942843185000,4.0069889912,94.0743890531
133,947728383000,4.1474255992,94.223101191
134,952613581000,4.2904513906,94.3745686343
135,957498779000,4.4366399579,94.5284392467
136,962383977000,4.5857789858,94.6840498148
137,967269174000,4.7367158536,94.8405442771
138,972154372000,4.887483708,94.9969827582
139,977039570000,5.0356797009,95.1523784365
140,981924768000,5.1790004452,95.3056743514
141,986809966000,5.3157632903,95.4557152017
142,991695164000,5.4453121919,95.6013634148
143,996580362000,5.5681747363,95.7417687344
144,1001465560000,5.6859350812,95.8767095482
145,1006350760000,5.8008400313,96.0068123706
146,1011235960000,5.9152639357,96.1335157675
147,1016121150000,6.0311603987,96.2587253248
148,1021006350000,6.1496709641,96.3842905769
149,1025891550000,6.2709323639,96.5114337999
150,1030776750000,6.3941446255,96.6403514312
151,1035661940000,6.5178546072,96.7701091291
152,1040547140000,6.64039906,96.898899822
153,1045432340000,6.760425588,97.0246334182
154,1050317540000,6.8773407564,97.1456729436
155,1055202740000,6.9915787248,97.261504182
156,1060087930000,7.1045567254,97.3730628901
157,1064973130000,7.2182989146,97.4825632181
158,1069858330000,7.3348375103,97.5928508459
159,1074743530000,7.4555952419,97.7064948268
160,1079628720000,7.5809632479,97.8249481331
161,1084513920000,7.7101887634,97.9480719218
162,1089399120000,7.8416137908,98.0742194412
163,1094284320000,7.973164975,98.2008310813
164,1099169520000,8.1030200062,98.325383781
165,1104054710000,8.2302484049,98.4463499234
166,1108939910000,8.3551909215,98.5638073577
167,1113825110000,8.4793306103,98.6793951041
168,1118710310000,8.6046374039,98.7955867579
169,1123595510000,8.7326634603,98.914592811
170,1128480700000,8.8637864271,99.0373728698
171,1133365900000,8.9969202588,99.1631782594
172,1138251100000,9.1297623392,99.2897547008
173,1143136300000,9.2594778901,99.4140877123
174,1148021490000,9.3836411847,99.5334425855
175,1152906690000,9.5011682092,99.6463839091
176,1157791890000,9.6129550217,99.7534861912
177,1162677090000,9.7219701141,99.8575082181
178,1167562290000,9.8326261413,99.9628668358
179,1172447480000,9.9495386769,100.07448065
180,1177332680000,10.0760993719,100.1963454077
181,1182217880000,10.2134453483,100.3303877898
182,1187103080000,10.360217444,100.4760298328
183,1191988280000,10.5131375307,100.6305804877
184,1196873470000,10.6681171752,100.7902371236
185,1201758670000,10.8214862933,100.9513131248
186,1206643870000,10.9709731089,101.1113214369
187,1211529070000,11.116181362,101.2696371834
188,1216414260000,11.2583769391,101.4274892441
189,1221299460000,11.3996245147,101.5872259721
190,1226184660000,11.5415959633,101.7510906355
191,1231069860000,11.6845678135,101.9199965481
192,1235955060000,11.8271535157,102.0929217968
193,1240840250000,11.9668836121,102.2671821312
194,1245725450000,12.1013125989,102.4394237974
195,1250610650000,12.2291077738,102.606882477
196,1255495850000,12.3506832297,102.7684287382
197,1260381050000,12.4682334958,102.9251035095
198,1265266240000,12.5852300662,103.0800295708
199,1270151440000,12.7054879743,103.237668644
200,1275036640000,12.8320555534,103.4026504032
201,1279921840000,12.9662008871,103.578458152
202,1284807030000,13.1068576884,103.7663636627
203,1289692230000,13.2508842346,103.9650362626
204,1294577430000,13.3940963537,104.1708983412
205,1299462630000,13.5327636939,104.3791839445
206,1304347830000,13.6648685441,104.58523347
207,1309233020000,13.7906834464,104.785716159
208,1314118220000,13.9124628681,104.9793931277
209,1319003420000,14.0334500117,105.1672458949
210,1323888620000,14.1565848054,105.3519435038
211,1328773820000,14.2833477043,105.5367922867
212,1333659010000,14.4131485157,105.724488211
213,1338544210000,14.5435563133,105.9161157338
214,1343429410000,14.6713886433,106.1108177764
215,1348314610000,14.7942038377,106.3062434513
216,1353199800000,14.9115004806,106.4995945388
217,1358085000000,15.0250443552,106.6888189413
218,1362970200000,15.1381660279,106.8734011844
219,1367855400000,15.2544850001,107.054591945
220,1372740600000,15.3765733299,107.2349820861
221,1377625790000,15.505040717,107.4176158838
222,1382510990000,15.6382831461,107.6049051292
223,1387396190000,15.7729086086,107.7976084727
224,1392281390000,15.9047816114,107.9942660576
225,1397166590000,16.0304622611,108.1913998092
226,1402051780000,16.1486564891,108.3846085693
227,1406936980000,16.2611379501,108.5702882782
228,1411822180000,16.3726847943,108.7473264624
229,1416707380000,16.4899318057,108.9179764737
230,1421592570000,16.6195988765,109.0874919418
231,1426477770000,16.7668390457,109.2626686021
232,1431362970000,16.9342957888,109.4498851094
233,1436248170000,17.1220239847,109.6533299819
234,1441133370000,17.3281090324,109.873998739
235,1446018560000,17.5496870399,110.1098198099
236,1450903760000,17.7839753848,110.3568848428
237,1455788960000,18.0290127448,110.6114670353
238,1460674160000,18.2838528234,110.8720871982
239,1465559360000,18.5482551096,111.1408176242
240,1470444550000,18.822113463,111.4231814468
241,1475329750000,19.1049154701,111.72651546
242,1480214950000,19.3953496446,112.0572280711
243,1485100150000,19.6910251546,112.4178214523
244,1489985340000,19.9883922543,112.8048076705
245,1494870540000,20.2832240813,113.2086486553
246,1499755740000,20.5719312466,113.6162897162
247,1504640940000,20.853565071,114.0159394611
248,1509526140000,21.1319176792,114.4027818936
249,1514411330000,21.4165224548,114.7831655924
250,1519296530000,21.7217120398,115.1751604677
251,1524181730000,22.0636353523,115.6048009603
252,1529066930000,22.4558844253,116.0990198994
253,1533952130000,22.9050629514,116.6774737029
254,1538837320000,23.4076267401,117.3453357156
255,1543722520000,23.9496248152,118.0895196294
256,1548607720000,24.5101588559,118.8804262025
257,1553492920000,25.0683118399,119.6807919373
258,1558378110000,25.6111246523,120.45992557
259,1563263310000,26.1389628747,121.2074184975
260,1568148510000,26.6658252216,121.9392728404
261,1573033710000,27.2148290645,122.6931052213
262,1577918910000,27.8106158699,123.5141166448
263,1582804100000,28.4710595979,124.4372948091
264,1587689300000,29.1997393792,125.4707917703
265,1592574500000,29.9813718823,126.5859545009
266,1597459700000,30.7827198371,127.7194197622
267,1602344890000,31.5616716344,128.7915774815
268,1607230090000,32.2831071779,129.7369966557
269,1612115290000,32.9347045616,130.5325391052
270,1617000490000,33.5338150463,131.2074957233
271,1621885690000,34.1211734979,131.8301458374
272,1626770880000,34.7450613589,132.4787903648
273,1631656080000,35.4431491381,133.2116437708
274,1636541280000,36.2279664716,134.0475527457
275,1641426480000,37.0805460548,134.9638299931
276,1646311680000,37.9550540628,135.9098233377
277,1651196870000,38.7938919549,136.8275237706
278,1656082070000,39.5487408883,137.6689405452
279,1660967270000,40.1990499568,138.4048460741
280,1665852470000,40.7604468836,139.0281174104
281,1670737660000,41.2778054008,139.554345361
282,1675622860000,41.8041830705,140.0161485481
283,1680508060000,42.3764046536,140.4486988046
284,1685393260000,43.0011125122,140.8744666754
285,1690278460000,43.6567994487,141.2984376777
286,1695163650000,44.3063462384,141.7142764184
287,1700048850000,44.9119857586,142.1133592407
288,1704934050000,45.4472321172,142.4896973745
289,1709819250000,45.903520331,142.8395351503
290,1714704450000,46.2912590561,143.158784667
291,1719589640000,46.6352972026,143.4422846456
292,1724474840000,46.9650739104,143.6862823664
293,1729360040000,47.3017509353,143.8911494635
294,1734245240000,47.6486355491,144.0608702663
295,1739130430000,47.9914415496,144.2008885169
296,1744015630000,48.3078434227,144.3182765356
297,1748900830000,48.5790102954,144.4237423238
298,1753786030000,48.7963788356,144.5310728651
299,1758671230000,48.9624863941,144.6520640827
300,1763556420000,49.0880917351,144.7895844082
301,1768441620000,49.1875123433,144.9333979721
302,1773326820000,49.2734554938,145.0623757375
303,1778212020000,49.3527780015,145.1533008548
304,1783097220000,49.4247931237,145.1920310699
305,1787982410000,49.4829682923,145.1804002512
306,1792867610000,49.5192235078,145.1348567773
307,1797752810000,49.528432361,145.0784857309
308,1802638010000,49.5103562609,145.0311768989
309,1807523200000,49.4680633021,145.0018605366
310,1812408400000,49.4043164119,144.9849126437
311,1817293600000,49.3180891031,144.9615157498
312,1822178800000,49.2025894059,144.9054882486
313,1827064000000,49.0456029464,144.7918628319
314,1831949190000,48.8327815279,144.6058521048
315,1836834390000,48.5536917922,144.3499899442
316,1841719590000,48.2085466675,144.047502245
317,1846604790000,47.8119457906,143.7396834822
318,1851489990000,47.3905042018,143.475204115
319,1856375180000,46.9745915019,143.2924046983
320,1861260380000,46.587446499,143.2007745568
321,1866145580000,46.2362267467,143.1711435628
322,1871030780000,45.9087121204,143.1415348092
323,1875915970000,45.57769701,143.0381121092
324,1880801170000,45.2117168531,142.8022768317
325,1885686370000,44.7865660792,142.4113810382
326,1890571570000,44.2916113865,141.884717353
327,1895456770000,43.7289289734,141.2739791729
328,1900341960000,43.1085991364,140.6435007702
329,1905227160000,42.4446253016,140.048139959
330,1910112360000,41.7527899025,139.5159659601
331,1914997560000,41.0483690411,139.039975884
332,1919882760000,40.3420711558,138.5806929288
333,1924767950000,39.635130836,138.0794798542
334,1929653150000,38.9173977607,137.4798512618
335,1934538350000,38.1709030943,136.7483963903
336,1939423550000,37.3776880183,135.8844836449
337,1944308740000,36.5274644389,134.9136054122
338,1949193940000,35.6223375749,133.8707847529
339,1954079140000,34.678193919,132.7853513456
340,1958964340000,33.7239544854,131.6753518893
341,1963849540000,32.7983337621,130.5519443309
342,1968734730000,31.9421877574,129.427380664
343,1973619930000,31.1859468867,128.3182259533
344,1978505130000,30.535411729,127.2392903247
345,1983390330000,29.9640738802,126.1939828224
346,1988275530000,29.4186888678,125.1706589065
347,1993160720000,28.8373090279,124.1478990632
348,1998045920000,28.1715214488,123.1039232368
349,2002931120000,27.4034928234,122.0260222896
350,2007816320000,26.5527396681,120.9200502633
351,2012701510000,25.6710310751,119.8174427391
352,2017586710000,24.8260451436,118.7719443907
353,2022471910000,24.078092693,117.8413041676
354,2027357110000,23.4587810651,117.0621212439
355,2032242310000,22.9613736317,116.4343713824
356,2037127500000,22.5464599811,115.9235272585
357,2042012700000,22.1588209718,115.4749670432
358,2046897900000,21.7479281101,115.0321039523
359,2051783100000,21.2848387623,114.5529987176
360,2056668300000,20.7706518406,114.0226140801
361,2061553490000,20.2339194399,113.4560925364
362,2066438690000,19.7179565342,112.8894218995
363,2071323890000,19.2626812194,112.3606410527
364,2076209090000,18.889413292,111.8938235103
365,2081094280000,18.5953750582,111.4951640101
366,2085979480000,18.3584951847,111.158784347
367,2090864680000,18.1478934479,110.8737905705
368,2095749880000,17.9344979755,110.6276233448
369,2100635080000,17.6989813763,110.4068868574
370,2105520270000,17.436136646,110.1984007292
371,2110405470000,17.1552406244,109.9913633533
372,2115290670000,16.8757203449,109.7790080055
373,2120175870000,16.6185175635,109.5580426749
374,2125061060000,16.3960822084,109.3267112737
375,2129946260000,16.2061736549,109.0844500609
376,2134831460000,16.0331511376,108.8339622487
377,2139716660000,15.8556990848,108.5829916091
378,2144601860000,15.6563858998,108.3433136662
379,2149487050000,15.4288860529,108.12757997
380,2154372250000,15.1806603574,107.9457098521
381,2159257450000,14.930613926,107.8017581582
382,2164142650000,14.7024818244,107.6915467003
383,2169027850000,14.5164686963,107.6020799088
384,2173913040000,14.3825533241,107.5139095857
385,2178798240000,14.2977304094,107.4060479878
386,2183683440000,14.2473224565,107.2611962778
387,2188568640000,14.2093513405,107.069388148
388,2193453830000,14.1607627262,106.8300459286
389,2198339030000,14.083844871,106.5530448537
390,2203224230000,13.9706264691,106.258062953
391,2208109430000,13.8237239282,105.9710543868
392,2212994630000,13.6534445781,105.7175785944
393,2217879820000,13.4724419032,105.5144231402
394,2222765020000,13.2904349161,105.36238896
395,2227650220000,13.1113539594,105.2431514372
396,2232535420000,12.9337212163,105.1223783015
397,2237420620000,12.7527551314,104.9592281818
398,2242305810000,12.5628145733,104.720741986
399,2247191010000,12.3606322564,104.3971246937
400,2252076210000,12.1500098186,104.0107990792
401,2256961410000,11.9449751626,103.6118963175
402,2261846600000,11.7664219457,103.2609545657
403,2266731800000,11.6315477124,103.0076699956
404,2271617000000,11.5426817774,102.8740943862
405,2276502200000,11.4841999484,102.8467547682
406,2281387400000,11.430517475,102.88034098
407,2286272590000,11.3586898754,102.9121857639
408,2291157790000,11.2559978232,102.8828644463
409,2296042990000,11.120640325,102.7568223341
410,2300928190000,10.9605962309,102.5342232128
411,2305813390000,10.7918412305,102.2455073876
412,2310698580000,10.6316971774,101.9327770633
413,2315583780000,10.4885767156,101.6329183403
414,2320468980000,10.356152352,101.3692016421
415,2325354180000,10.2168354323,101.1491299323
416,2330239370000,10.0521292296,100.966826123
417,2335124570000,9.8528765824,100.8080134036
418,2340009770000,9.6229881051,100.6550790236
419,2344894970000,9.375350217,100.4915373815
420,2349780170000,9.1247408824,100.3060740405
421,2354665360000,8.8832552467,100.0938655608
422,2359550560000,8.6587200283,99.8542247823
423,2364435760000,8.4531672615,99.5890104496
424,2369320960000,8.2610428112,99.3032741289
425,2374206160000,8.0692925638,99.0034572382
426,2379091350000,7.8605019394,98.6933603351
427,2383976550000,7.6189397555,98.3731202559
428,2388861750000,7.3377876362,98.0425629918
429,2393746950000,7.0245896249,97.7063934696
430,2398632140000,6.7016974999,97.3777320136
431,2403517340000,6.3998315104,97.0766435614
432,2408402540000,6.1468339501,96.8229799953
433,2413287740000,5.9572799335,96.6271425796
434,2418172940000,5.8282755277,96.4847261163
435,2423058130000,5.7425740797,96.378425399
436,2427943330000,5.676129724,96.285413593
437,2432828530000,5.6061359311,96.1855439523
438,2437713730000,5.5171249896,96.0670378413
439,2442598930000,5.4040004261,95.9284624001
440,2447484120000,5.2718004075,95.7773809548
441,2452369320000,5.1321055965,95.626112758
442,2457254520000,4.9971565502,95.4858653041
443,2462139720000,4.8738303813,95.3612955295
444,2467024910000,4.7597740246,95.2475234701
445,2471910110000,4.6432809957,95.1308486674
446,2476795310000,4.5069834353,94.9930113658
447,2481680510000,4.3343573567,94.817992443
448,2486565710000,4.1169227339,94.5992642033
449,2491450900000,3.8592464231,94.3444106963
450,2496336100000,3.578722658,94.073926664
